Datum-1;Schluss-1;Eröffnung-1;Tageshoch-1;Tagestief-1;Datum;Schluss;Eröffnung;Tageshoch;Tagestief;Rechnung;Ergebnis
26.06.2018;12.234,34;12.333,44;12.355,86;12.188,50;27.06.2018;12.348,61;12.247,75;12.439,91;12.124,87;171,38;0
25.06.2018;12.270,33;12.497,48;12.518,89;12.270,33;26.06.2018;12.234,34;12.333,44;12.355,86;12.188,50;-114,27;1
22.06.2018;12.579,72;12.507,72;12.579,72;12.486,26;25.06.2018;12.270,33;12.497,48;12.518,89;12.270,33;35,99;0
21.06.2018;12.511,91;12.699,71;12.719,45;12.472,98;22.06.2018;12.579,72;12.507,72;12.579,72;12.486,26;309,39;0
20.06.2018;12.695,16;12.731,66;12.760,20;12.670,78;21.06.2018;12.511,91;12.699,71;12.719,45;12.472,98;-67,81;1
19.06.2018;12.677,97;12.647,07;12.708,71;12.594,51;20.06.2018;12.695,16;12.731,66;12.760,20;12.670,78;183,25;0
18.06.2018;12.834,11;12.945,53;12.982,92;12.784,48;19.06.2018;12.677,97;12.647,07;12.708,71;12.594,51;-17,19;1
15.06.2018;13.010,55;13.115,85;13.170,05;13.010,54;18.06.2018;12.834,11;12.945,53;12.982,92;12.784,48;156,14;0
14.06.2018;13.107,10;12.806,07;13.135,97;12.800,66;15.06.2018;13.010,55;13.115,85;13.170,05;13.010,54;176,44;0
13.06.2018;12.890,58;12.857,16;12.905,67;12.781,23;14.06.2018;13.107,10;12.806,07;13.135,97;12.800,66;96,55;0
12.06.2018;12.842,30;12.924,03;12.948,52;12.816,07;13.06.2018;12.890,58;12.857,16;12.905,67;12.781,23;-216,52;1
11.06.2018;12.842,91;12.816,32;12.861,95;12.751,66;12.06.2018;12.842,30;12.924,03;12.948,52;12.816,07;-48,28;1
08.06.2018;12.766,55;12.668,77;12.795,64;12.610,68;11.06.2018;12.842,91;12.816,32;12.861,95;12.751,66;0,61;0
07.06.2018;12.811,05;12.877,85;12.914,85;12.760,54;08.06.2018;12.766,55;12.668,77;12.795,64;12.610,68;-76,36;1
06.06.2018;12.830,07;12.813,39;12.872,90;12.729,23;07.06.2018;12.811,05;12.877,85;12.914,85;12.760,54;44,50;0
05.06.2018;12.787,13;12.766,16;12.925,24;12.753,30;06.06.2018;12.830,07;12.813,39;12.872,90;12.729,23;19,02;0
04.06.2018;12.770,75;12.839,44;12.846,26;12.714,03;05.06.2018;12.787,13;12.766,16;12.925,24;12.753,30;-42,94;1
01.06.2018;12.724,27;12.678,07;12.800,45;12.660,79;04.06.2018;12.770,75;12.839,44;12.846,26;12.714,03;-16,38;1
31.05.2018;12.604,89;12.796,16;12.803,60;12.547,61;01.06.2018;12.724,27;12.678,07;12.800,45;12.660,79;-46,48;1
30.05.2018;12.783,76;12.693,33;12.783,76;12.663,37;31.05.2018;12.604,89;12.796,16;12.803,60;12.547,61;-119,38;1
29.05.2018;12.666,51;12.786,15;12.803,29;12.608,70;30.05.2018;12.783,76;12.693,33;12.783,76;12.663,37;178,87;0
28.05.2018;12.863,46;13.016,55;13.040,63;12.828,26;29.05.2018;12.666,51;12.786,15;12.803,29;12.608,70;-117,25;1
25.05.2018;12.938,01;12.917,15;13.002,47;12.852,17;28.05.2018;12.863,46;13.016,55;13.040,63;12.828,26;196,95;0
24.05.2018;12.855,09;12.955,94;13.006,44;12.801,82;25.05.2018;12.938,01;12.917,15;13.002,47;12.852,17;74,55;0
23.05.2018;12.976,84;13.138,83;13.148,05;12.929,90;24.05.2018;12.855,09;12.955,94;13.006,44;12.801,82;-82,92;1
22.05.2018;13.169,92;13.132,56;13.204,31;13.061,77;23.05.2018;12.976,84;13.138,83;13.148,05;12.929,90;121,75;0
18.05.2018;13.077,72;13.115,63;13.133,19;13.051,13;22.05.2018;13.169,92;13.132,56;13.204,31;13.061,77;193,08;0
17.05.2018;13.114,61;12.985,14;13.114,63;12.981,89;18.05.2018;13.077,72;13.115,63;13.133,19;13.051,13;-92,20;1
16.05.2018;12.996,33;12.983,49;13.030,76;12.960,53;17.05.2018;13.114,61;12.985,14;13.114,63;12.981,89;36,89;0
15.05.2018;12.970,04;12.947,97;13.006,34;12.918,29;16.05.2018;12.996,33;12.983,49;13.030,76;12.960,53;-118,28;1
14.05.2018;12.977,71;13.009,83;13.015,10;12.927,24;15.05.2018;12.970,04;12.947,97;13.006,34;12.918,29;-26,29;1
11.05.2018;13.001,24;13.023,00;13.033,30;12.964,00;14.05.2018;12.977,71;13.009,83;13.015,10;12.927,24;7,67;0
10.05.2018;13.022,87;12.975,09;13.034,21;12.928,51;11.05.2018;13.001,24;13.023,00;13.033,30;12.964,00;23,53;0
09.05.2018;12.943,06;12.917,82;12.962,52;12.890,38;10.05.2018;13.022,87;12.975,09;13.034,21;12.928,51;21,63;0
08.05.2018;12.912,21;12.924,23;12.933,67;12.855,09;09.05.2018;12.943,06;12.917,82;12.962,52;12.890,38;-79,81;1
07.05.2018;12.948,14;12.827,43;12.961,05;12.813,55;08.05.2018;12.912,21;12.924,23;12.933,67;12.855,09;-30,85;1
04.05.2018;12.819,60;12.733,19;12.819,60;12.707,86;07.05.2018;12.948,14;12.827,43;12.961,05;12.813,55;35,93;0
03.05.2018;12.690,15;12.775,66;12.798,16;12.665,33;04.05.2018;12.819,60;12.733,19;12.819,60;12.707,86;-128,54;1
02.05.2018;12.802,25;12.610,78;12.827,54;12.605,38;03.05.2018;12.690,15;12.775,66;12.798,16;12.665,33;-129,45;1
30.04.2018;12.612,11;12.606,27;12.622,93;12.563,74;02.05.2018;12.802,25;12.610,78;12.827,54;12.605,38;112,10;0
27.04.2018;12.580,87;12.572,72;12.627,71;12.518,03;30.04.2018;12.612,11;12.606,27;12.622,93;12.563,74;-190,14;1
26.04.2018;12.500,47;12.395,90;12.503,22;12.383,95;27.04.2018;12.580,87;12.572,72;12.627,71;12.518,03;-31,24;1
25.04.2018;12.422,30;12.456,82;12.484,78;12.312,27;26.04.2018;12.500,47;12.395,90;12.503,22;12.383,95;-80,40;1
24.04.2018;12.550,82;12.602,41;12.647,16;12.481,30;25.04.2018;12.422,30;12.456,82;12.484,78;12.312,27;-78,17;1
23.04.2018;12.572,39;12.538,16;12.588,23;12.466,47;24.04.2018;12.550,82;12.602,41;12.647,16;12.481,30;128,52;0
20.04.2018;12.540,50;12.555,96;12.585,37;12.490,77;23.04.2018;12.572,39;12.538,16;12.588,23;12.466,47;21,57;0
19.04.2018;12.567,42;12.595,61;12.595,61;12.534,63;20.04.2018;12.540,50;12.555,96;12.585,37;12.490,77;-31,89;1
18.04.2018;12.590,83;12.597,58;12.640,25;12.548,45;19.04.2018;12.567,42;12.595,61;12.595,61;12.534,63;26,92;0
17.04.2018;12.585,57;12.443,20;12.614,25;12.417,26;18.04.2018;12.590,83;12.597,58;12.640,25;12.548,45;23,41;0
16.04.2018;12.391,41;12.478,99;12.487,04;12.375,63;17.04.2018;12.585,57;12.443,20;12.614,25;12.417,26;-5,26;1
13.04.2018;12.442,40;12.461,31;12.523,97;12.411,65;16.04.2018;12.391,41;12.478,99;12.487,04;12.375,63;-194,16;1
12.04.2018;12.415,01;12.282,39;12.434,24;12.263,70;13.04.2018;12.442,40;12.461,31;12.523,97;12.411,65;50,99;0
11.04.2018;12.293,97;12.372,07;12.381,53;12.256,59;12.04.2018;12.415,01;12.282,39;12.434,24;12.263,70;-27,39;1
10.04.2018;12.397,32;12.389,90;12.428,90;12.334,95;11.04.2018;12.293,97;12.372,07;12.381,53;12.256,59;-121,04;1
09.04.2018;12.261,75;12.311,02;12.371,11;12.205,39;10.04.2018;12.397,32;12.389,90;12.428,90;12.334,95;103,35;0
06.04.2018;12.241,27;12.242,94;12.290,03;12.202,05;09.04.2018;12.261,75;12.311,02;12.371,11;12.205,39;-135,57;1
05.04.2018;12.305,19;12.153,61;12.322,37;12.135,64;06.04.2018;12.241,27;12.242,94;12.290,03;12.202,05;-20,48;1
04.04.2018;11.957,90;12.000,47;12.011,12;11.792,35;05.04.2018;12.305,19;12.153,61;12.322,37;12.135,64;63,92;0
03.04.2018;12.002,45;11.997,47;12.069,48;11.913,62;04.04.2018;11.957,90;12.000,47;12.011,12;11.792,35;-347,29;1
29.03.2018;12.096,73;11.956,34;12.151,31;11.942,28;03.04.2018;12.002,45;11.997,47;12.069,48;11.913,62;44,55;0
28.03.2018;11.940,71;11.868,08;11.961,16;11.770,40;29.03.2018;12.096,73;11.956,34;12.151,31;11.942,28;94,28;0
27.03.2018;11.970,83;11.996,35;12.042,78;11.927,91;28.03.2018;11.940,71;11.868,08;11.961,16;11.770,40;-156,02;1
26.03.2018;11.787,26;11.919,64;11.984,50;11.726,62;27.03.2018;11.970,83;11.996,35;12.042,78;11.927,91;30,12;0
23.03.2018;11.886,31;11.995,51;12.001,78;11.818,70;26.03.2018;11.787,26;11.919,64;11.984,50;11.726,62;-183,57;1
22.03.2018;12.100,08;12.187,73;12.267,17;12.009,50;23.03.2018;11.886,31;11.995,51;12.001,78;11.818,70;99,05;0
21.03.2018;12.309,15;12.336,76;12.344,09;12.250,37;22.03.2018;12.100,08;12.187,73;12.267,17;12.009,50;213,77;0
20.03.2018;12.307,33;12.261,19;12.320,00;12.191,55;21.03.2018;12.309,15;12.336,76;12.344,09;12.250,37;209,07;0
19.03.2018;12.217,02;12.346,51;12.369,77;12.183,79;20.03.2018;12.307,33;12.261,19;12.320,00;12.191,55;-1,82;1
16.03.2018;12.389,58;12.345,56;12.454,02;12.337,62;19.03.2018;12.217,02;12.346,51;12.369,77;12.183,79;-90,31;1
15.03.2018;12.345,56;12.284,14;12.378,39;12.239,96;16.03.2018;12.389,58;12.345,56;12.454,02;12.337,62;172,56;0
14.03.2018;12.237,74;12.212,49;12.322,89;12.202,76;15.03.2018;12.345,56;12.284,14;12.378,39;12.239,96;-44,02;1
13.03.2018;12.221,03;12.425,69;12.459,90;12.162,47;14.03.2018;12.237,74;12.212,49;12.322,89;12.202,76;-107,82;1
12.03.2018;12.418,39;12.453,30;12.454,96;12.361,01;13.03.2018;12.221,03;12.425,69;12.459,90;12.162,47;-16,71;1
09.03.2018;12.346,68;12.331,64;12.407,98;12.284,57;12.03.2018;12.418,39;12.453,30;12.454,96;12.361,01;197,36;0
08.03.2018;12.355,57;12.237,94;12.382,69;12.177,12;09.03.2018;12.346,68;12.331,64;12.407,98;12.284,57;-71,71;1
07.03.2018;12.245,36;12.060,09;12.275,69;12.020,61;08.03.2018;12.355,57;12.237,94;12.382,69;12.177,12;8,89;0
06.03.2018;12.113,87;12.229,29;12.259,58;12.110,34;07.03.2018;12.245,36;12.060,09;12.275,69;12.020,61;-110,21;1
05.03.2018;12.090,87;11.831,57;12.110,18;11.830,98;06.03.2018;12.113,87;12.229,29;12.259,58;12.110,34;-131,49;1
02.03.2018;11.913,71;12.051,89;12.081,40;11.877,66;05.03.2018;12.090,87;11.831,57;12.110,18;11.830,98;-23,00;1
01.03.2018;12.190,94;12.386,40;12.387,88;12.143,14;02.03.2018;11.913,71;12.051,89;12.081,40;11.877,66;-177,16;1
28.02.2018;12.435,85;12.427,46;12.516,92;12.417,96;01.03.2018;12.190,94;12.386,40;12.387,88;12.143,14;277,23;0
27.02.2018;12.490,73;12.573,65;12.577,56;12.436,13;28.02.2018;12.435,85;12.427,46;12.516,92;12.417,96;244,91;0
26.02.2018;12.527,04;12.566,05;12.601,46;12.484,59;27.02.2018;12.490,73;12.573,65;12.577,56;12.436,13;54,88;0
23.02.2018;12.483,79;12.491,77;12.513,32;12.431,94;26.02.2018;12.527,04;12.566,05;12.601,46;12.484,59;36,31;0
22.02.2018;12.461,91;12.358,82;12.497,71;12.283,70;23.02.2018;12.483,79;12.491,77;12.513,32;12.431,94;-43,25;1
21.02.2018;12.470,49;12.457,22;12.474,37;12.372,26;22.02.2018;12.461,91;12.358,82;12.497,71;12.283,70;-21,88;1
20.02.2018;12.487,90;12.403,63;12.496,10;12.333,79;21.02.2018;12.470,49;12.457,22;12.474,37;12.372,26;8,58;0
19.02.2018;12.385,60;12.495,07;12.505,49;12.361,86;20.02.2018;12.487,90;12.403,63;12.496,10;12.333,79;17,41;0
16.02.2018;12.451,96;12.408,48;12.484,12;12.368,71;19.02.2018;12.385,60;12.495,07;12.505,49;12.361,86;-102,30;1
15.02.2018;12.346,17;12.425,45;12.479,97;12.275,04;16.02.2018;12.451,96;12.408,48;12.484,12;12.368,71;66,36;0
14.02.2018;12.339,16;12.294,85;12.393,71;12.075,21;15.02.2018;12.346,17;12.425,45;12.479,97;12.275,04;-105,79;1
13.02.2018;12.196,50;12.282,76;12.300,63;12.196,22;14.02.2018;12.339,16;12.294,85;12.393,71;12.075,21;-7,01;1
12.02.2018;12.282,77;12.238,63;12.379,16;12.222,34;13.02.2018;12.196,50;12.282,76;12.300,63;12.196,22;-142,66;1
09.02.2018;12.107,48;12.263,10;12.296,18;12.003,36;12.02.2018;12.282,77;12.238,63;12.379,16;12.222,34;86,27;0
08.02.2018;12.260,29;12.506,18;12.541,32;12.187,45;09.02.2018;12.107,48;12.263,10;12.296,18;12.003,36;-175,29;1
07.02.2018;12.590,43;12.478,68;12.651,28;12.414,84;08.02.2018;12.260,29;12.506,18;12.541,32;12.187,45;152,81;0
06.02.2018;12.392,66;12.232,86;12.550,16;12.232,86;07.02.2018;12.590,43;12.478,68;12.651,28;12.414,84;330,14;0
05.02.2018;12.687,49;12.687,79;12.752,60;12.622,44;06.02.2018;12.392,66;12.232,86;12.550,16;12.232,86;-197,77;1
02.02.2018;12.785,16;12.954,59;12.954,59;12.782,07;05.02.2018;12.687,49;12.687,79;12.752,60;12.622,44;294,83;0
01.02.2018;13.003,90;13.235,15;13.301,41;12.971,78;02.02.2018;12.785,16;12.954,59;12.954,59;12.782,07;97,67;0
31.01.2018;13.189,48;13.210,76;13.268,41;13.159,35;01.02.2018;13.003,90;13.235,15;13.301,41;12.971,78;218,74;0
30.01.2018;13.197,71;13.223,97;13.309,86;13.171,91;31.01.2018;13.189,48;13.210,76;13.268,41;13.159,35;185,58;0
29.01.2018;13.324,48;13.358,90;13.370,02;13.274,84;30.01.2018;13.197,71;13.223,97;13.309,86;13.171,91;8,23;0
26.01.2018;13.340,17;13.297,51;13.348,69;13.268,31;29.01.2018;13.324,48;13.358,90;13.370,02;13.274,84;126,77;0
25.01.2018;13.298,36;13.374,38;13.443,36;13.222,47;26.01.2018;13.340,17;13.297,51;13.348,69;13.268,31;15,69;0
24.01.2018;13.414,74;13.572,71;13.576,84;13.414,74;25.01.2018;13.298,36;13.374,38;13.443,36;13.222,47;-41,81;1
23.01.2018;13.559,60;13.577,14;13.596,89;13.517,81;24.01.2018;13.414,74;13.572,71;13.576,84;13.414,74;116,38;0
22.01.2018;13.463,69;13.435,14;13.470,05;13.410,96;23.01.2018;13.559,60;13.577,14;13.596,89;13.517,81;144,86;0
19.01.2018;13.434,45;13.297,74;13.445,47;13.294,81;22.01.2018;13.463,69;13.435,14;13.470,05;13.410,96;-95,91;1
18.01.2018;13.281,43;13.250,25;13.293,29;13.201,34;19.01.2018;13.434,45;13.297,74;13.445,47;13.294,81;-29,24;1
17.01.2018;13.183,96;13.200,92;13.251,44;13.137,51;18.01.2018;13.281,43;13.250,25;13.293,29;13.201,34;-153,02;1
16.01.2018;13.246,33;13.228,60;13.351,09;13.196,56;17.01.2018;13.183,96;13.200,92;13.251,44;13.137,51;-97,47;1
15.01.2018;13.200,51;13.244,37;13.250,37;13.173,71;16.01.2018;13.246,33;13.228,60;13.351,09;13.196,56;62,37;0
12.01.2018;13.245,03;13.241,28;13.265,14;13.168,01;15.01.2018;13.200,51;13.244,37;13.250,37;13.173,71;-45,82;1
11.01.2018;13.202,90;13.281,20;13.298,65;13.151,84;12.01.2018;13.245,03;13.241,28;13.265,14;13.168,01;44,52;0
10.01.2018;13.281,34;13.355,28;13.377,88;13.227,57;11.01.2018;13.202,90;13.281,20;13.298,65;13.151,84;-42,13;1
09.01.2018;13.385,59;13.383,26;13.425,02;13.361,22;10.01.2018;13.281,34;13.355,28;13.377,88;13.227,57;78,44;0
08.01.2018;13.367,78;13.399,62;13.407,82;13.334,16;09.01.2018;13.385,59;13.383,26;13.425,02;13.361,22;104,25;0
05.01.2018;13.319,64;13.219,11;13.332,80;13.219,11;08.01.2018;13.367,78;13.399,62;13.407,82;13.334,16;-17,81;1
04.01.2018;13.167,89;13.065,98;13.208,35;13.062,67;05.01.2018;13.319,64;13.219,11;13.332,80;13.219,11;-48,14;1
03.01.2018;12.978,21;12.916,18;13.023,59;12.893,05;04.01.2018;13.167,89;13.065,98;13.208,35;13.062,67;-151,75;1
02.01.2018;12.871,39;12.897,69;12.924,16;12.745,15;03.01.2018;12.978,21;12.916,18;13.023,59;12.893,05;-189,68;1
29.12.2017;12.917,64;12.980,09;12.980,74;12.911,73;02.01.2018;12.871,39;12.897,69;12.924,16;12.745,15;-106,82;1
28.12.2017;12.979,94;13.065,46;13.069,40;12.965,28;29.12.2017;12.917,64;12.980,09;12.980,74;12.911,73;46,25;0
27.12.2017;13.070,02;13.070,19;13.128,74;13.020,43;28.12.2017;12.979,94;13.065,46;13.069,40;12.965,28;62,30;0
22.12.2017;13.072,79;13.076,76;13.108,56;13.059,87;27.12.2017;13.070,02;13.070,19;13.128,74;13.020,43;90,08;0
21.12.2017;13.109,74;13.065,79;13.137,71;13.013,63;22.12.2017;13.072,79;13.076,76;13.108,56;13.059,87;2,77;0
20.12.2017;13.069,17;13.244,27;13.252,67;13.026,11;21.12.2017;13.109,74;13.065,79;13.137,71;13.013,63;36,95;0
19.12.2017;13.215,79;13.314,73;13.338,91;13.213,19;20.12.2017;13.069,17;13.244,27;13.252,67;13.026,11;-40,57;1
18.12.2017;13.312,30;13.211,63;13.331,95;13.206,12;19.12.2017;13.215,79;13.314,73;13.338,91;13.213,19;146,62;0
15.12.2017;13.103,56;13.027,84;13.109,13;13.008,07;18.12.2017;13.312,30;13.211,63;13.331,95;13.206,12;96,51;0
14.12.2017;13.068,08;13.107,11;13.159,48;13.011,97;15.12.2017;13.103,56;13.027,84;13.109,13;13.008,07;-208,74;1
13.12.2017;13.125,64;13.148,52;13.188,07;13.120,40;14.12.2017;13.068,08;13.107,11;13.159,48;13.011,97;-35,48;1
12.12.2017;13.183,53;13.131,41;13.183,83;13.079,86;13.12.2017;13.125,64;13.148,52;13.188,07;13.120,40;57,56;0
11.12.2017;13.123,65;13.181,85;13.192,42;13.112,82;12.12.2017;13.183,53;13.131,41;13.183,83;13.079,86;57,89;0
08.12.2017;13.153,70;13.146,82;13.240,92;13.136,78;11.12.2017;13.123,65;13.181,85;13.192,42;13.112,82;-59,88;1
07.12.2017;13.045,15;13.026,30;13.083,08;12.989,00;08.12.2017;13.153,70;13.146,82;13.240,92;13.136,78;30,05;0
06.12.2017;12.998,85;12.897,43;13.033,75;12.864,68;07.12.2017;13.045,15;13.026,30;13.083,08;12.989,00;-108,55;1
05.12.2017;13.048,54;13.056,82;13.094,38;12.960,59;06.12.2017;12.998,85;12.897,43;13.033,75;12.864,68;-46,30;1
04.12.2017;13.058,55;13.038,77;13.117,75;12.974,32;05.12.2017;13.048,54;13.056,82;13.094,38;12.960,59;49,69;0
01.12.2017;12.861,49;13.044,15;13.064,29;12.810,13;04.12.2017;13.058,55;13.038,77;13.117,75;12.974,32;10,01;0
30.11.2017;13.023,98;13.060,56;13.177,57;13.023,98;01.12.2017;12.861,49;13.044,15;13.064,29;12.810,13;-197,06;1
29.11.2017;13.061,87;13.153,74;13.196,15;13.037,34;30.11.2017;13.023,98;13.060,56;13.177,57;13.023,98;162,49;0
28.11.2017;13.059,53;13.008,94;13.071,01;12.966,38;29.11.2017;13.061,87;13.153,74;13.196,15;13.037,34;37,89;0
27.11.2017;13.000,20;13.036,74;13.117,76;12.989,37;28.11.2017;13.059,53;13.008,94;13.071,01;12.966,38;-2,34;1
24.11.2017;13.059,84;13.023,52;13.160,81;12.981,68;27.11.2017;13.000,20;13.036,74;13.117,76;12.989,37;-59,33;1
23.11.2017;13.008,55;12.943,49;13.049,08;12.921,15;24.11.2017;13.059,84;13.023,52;13.160,81;12.981,68;59,64;0
22.11.2017;13.015,04;13.171,36;13.191,96;13.008,97;23.11.2017;13.008,55;12.943,49;13.049,08;12.921,15;-51,29;1
21.11.2017;13.167,54;13.042,94;13.209,01;13.026,77;22.11.2017;13.015,04;13.171,36;13.191,96;13.008,97;6,49;0
20.11.2017;13.058,66;12.932,81;13.085,17;12.926,13;21.11.2017;13.167,54;13.042,94;13.209,01;13.026,77;152,50;0
17.11.2017;12.993,73;13.051,71;13.089,72;12.984,67;20.11.2017;13.058,66;12.932,81;13.085,17;12.926,13;-108,88;1
16.11.2017;13.047,22;13.024,39;13.071,94;13.008,02;17.11.2017;12.993,73;13.051,71;13.089,72;12.984,67;-64,93;1
15.11.2017;12.976,37;12.963,09;12.996,12;12.847,88;16.11.2017;13.047,22;13.024,39;13.071,94;13.008,02;53,49;0
14.11.2017;13.033,48;13.101,09;13.139,27;13.000,15;15.11.2017;12.976,37;12.963,09;12.996,12;12.847,88;-70,85;1
13.11.2017;13.074,42;13.150,78;13.163,94;12.960,65;14.11.2017;13.033,48;13.101,09;13.139,27;13.000,15;57,11;0
10.11.2017;13.127,47;13.206,35;13.216,97;13.111,65;13.11.2017;13.074,42;13.150,78;13.163,94;12.960,65;40,94;0
09.11.2017;13.182,56;13.378,96;13.402,05;13.175,22;10.11.2017;13.127,47;13.206,35;13.216,97;13.111,65;53,05;0
08.11.2017;13.382,42;13.404,58;13.419,77;13.345,11;09.11.2017;13.182,56;13.378,96;13.402,05;13.175,22;55,09;0
07.11.2017;13.379,27;13.517,98;13.525,56;13.369,85;08.11.2017;13.382,42;13.404,58;13.419,77;13.345,11;199,86;0
06.11.2017;13.468,79;13.459,42;13.481,23;13.441,66;07.11.2017;13.379,27;13.517,98;13.525,56;13.369,85;-3,15;1
03.11.2017;13.478,86;13.476,53;13.505,01;13.430,22;06.11.2017;13.468,79;13.459,42;13.481,23;13.441,66;89,52;0
02.11.2017;13.440,93;13.448,52;13.460,86;13.405,91;03.11.2017;13.478,86;13.476,53;13.505,01;13.430,22;10,07;0
01.11.2017;13.465,51;13.342,44;13.488,59;13.341,30;02.11.2017;13.440,93;13.448,52;13.460,86;13.405,91;-37,93;1
30.10.2017;13.229,57;13.227,85;13.255,38;13.214,60;01.11.2017;13.465,51;13.342,44;13.488,59;13.341,30;24,58;0
27.10.2017;13.217,54;13.186,55;13.249,03;13.186,55;30.10.2017;13.229,57;13.227,85;13.255,38;13.214,60;-235,94;1
26.10.2017;13.133,28;12.955,43;13.144,65;12.940,83;27.10.2017;13.217,54;13.186,55;13.249,03;13.186,55;-12,03;1
25.10.2017;12.953,41;12.998,44;13.049,47;12.931,22;26.10.2017;13.133,28;12.955,43;13.144,65;12.940,83;-84,26;1
24.10.2017;13.013,19;12.998,66;13.055,65;12.983,38;25.10.2017;12.953,41;12.998,44;13.049,47;12.931,22;-179,87;1
23.10.2017;13.003,14;13.014,57;13.069,40;12.973,43;24.10.2017;13.013,19;12.998,66;13.055,65;12.983,38;59,78;0
20.10.2017;12.991,28;13.057,78;13.063,57;12.956,42;23.10.2017;13.003,14;13.014,57;13.069,40;12.973,43;-10,05;1
19.10.2017;12.990,10;13.036,28;13.042,62;12.911,58;20.10.2017;12.991,28;13.057,78;13.063,57;12.956,42;-11,86;1
18.10.2017;13.043,03;13.012,80;13.094,76;13.003,92;19.10.2017;12.990,10;13.036,28;13.042,62;12.911,58;-1,18;1
17.10.2017;12.995,06;12.995,84;13.034,42;12.967,35;18.10.2017;13.043,03;13.012,80;13.094,76;13.003,92;52,93;0
16.10.2017;13.003,70;13.017,18;13.026,45;13.000,38;17.10.2017;12.995,06;12.995,84;13.034,42;12.967,35;-47,97;1
13.10.2017;12.991,87;12.995,08;13.036,74;12.964,35;16.10.2017;13.003,70;13.017,18;13.026,45;13.000,38;8,64;0
12.10.2017;12.982,89;12.977,27;13.002,34;12.945,07;13.10.2017;12.991,87;12.995,08;13.036,74;12.964,35;-11,83;1
11.10.2017;12.970,68;12.965,28;12.976,32;12.925,24;12.10.2017;12.982,89;12.977,27;13.002,34;12.945,07;-8,98;1
10.10.2017;12.949,25;12.959,72;12.980,45;12.909,28;11.10.2017;12.970,68;12.965,28;12.976,32;12.925,24;-12,21;1
09.10.2017;12.976,40;12.975,86;12.996,64;12.943,55;10.10.2017;12.949,25;12.959,72;12.980,45;12.909,28;-21,43;1
06.10.2017;12.955,94;12.979,34;12.993,53;12.941,15;09.10.2017;12.976,40;12.975,86;12.996,64;12.943,55;27,15;0
05.10.2017;12.968,05;12.950,18;12.969,40;12.933,56;06.10.2017;12.955,94;12.979,34;12.993,53;12.941,15;-20,46;1
04.10.2017;12.970,52;12.955,89;12.976,24;12.893,75;05.10.2017;12.968,05;12.950,18;12.969,40;12.933,56;12,11;0
02.10.2017;12.902,65;12.866,27;12.902,65;12.849,59;04.10.2017;12.970,52;12.955,89;12.976,24;12.893,75;2,47;0
29.09.2017;12.828,86;12.725,87;12.828,86;12.722,38;02.10.2017;12.902,65;12.866,27;12.902,65;12.849,59;-67,87;1
28.09.2017;12.704,65;12.682,37;12.708,70;12.666,03;29.09.2017;12.828,86;12.725,87;12.828,86;12.722,38;-73,79;1
27.09.2017;12.657,41;12.630,40;12.685,19;12.625,55;28.09.2017;12.704,65;12.682,37;12.708,70;12.666,03;-124,21;1
